Дата,Месяц,Год,Наименование товара,Модель,Вид операции,Город,Магазин,Цвет,Финансовый баланс  (тугрики)
22,Сентябрь,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
24,Сентябрь,2018,Наногазонокосилка,Agressor 300,Продажа,Барабинск,Электромаг,Розовый,1050
25,Сентябрь,2018,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Черный,500
26,Сентябрь,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
28,Сентябрь,2018,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
1,Февраль,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
1,Февраль,2018,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
1,Февраль,2018,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
1,Февраль,2018,Электрический звонок,IZvon 9,Продажа,Барабинск,Электромаг,Черный,1000
1,Февраль,2018,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Белый,500
1,Февраль,2018,Печатная машинка,Super pro,Продажа,Сан-Франциско,Океан электроники,Белый,500
2,Февраль,2018,Электрический звонок,IZvon 9,Возврат,Барабинск,Электромаг,Розовый,-1000
6,Февраль,2018,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Розовый,-1050
10,Февраль,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
10,Февраль,2018,Наногазонокосилка,Agressor 300,Продажа,Барабинск,Электромаг,Белый,1050
12,Февраль,2018,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Черный,500
14,Февраль,2018,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Розовый,-1050
15,Февраль,2018,Наногазонокосилка,Agressor 300,Продажа,Барабинск,Электромаг,Розовый,1050
17,Февраль,2018,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Черный,-1050
17,Февраль,2018,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Розовый,-1050
21,Февраль,2018,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Черный,200
24,Февраль,2018,Электрический звонок,IZvon 9,Продажа,Переяславль,Лебедушка,Черный,1000
24,Февраль,2018,Электрический звонок,IZvon 10,Продажа,Переяславль,1000 мелочей,Розовый,1200
25,Февраль,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
25,Февраль,2018,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
27,Февраль,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Белый,1200
27,Февраль,2018,Печатная машинка,Super pro,Продажа,Владивосток,Океан электроники,Черный,500
28,Февраль,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
28,Февраль,2018,Портативная атомная станция,100500,Возврат,Сан-Франциско,Океан электроники,Черный,-500
1,Январь,2018,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Белый,500
1,Январь,2018,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Черный,500
3,Январь,2018,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
6,Январь,2018,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Черный,500
7,Январь,2018,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Белый,500
11,Январь,2018,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
12,Январь,2018,Портативная атомная станция,1,Возврат,Москва,ЦУМ,Розовый,-500
12,Январь,2018,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Розовый,500
15,Январь,2018,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
18,Январь,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
24,Январь,2018,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
25,Январь,2018,Электрический звонок,IZvon 10,Продажа,Переяславль,Лебедушка,Розовый,1200
25,Январь,2018,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Черный,500
26,Январь,2018,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Черный,-1050
1,Август,2019,Электрический звонок,IZvon 9,Продажа,Переяславль,1000 мелочей,Розовый,1000
1,Август,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
1,Август,2019,Наногазонокосилка,Agressor 300,Продажа,Сан-Франциско,Океан электроники,Розовый,1050
1,Август,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
1,Август,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Черный,500
3,Август,2019,Электрический звонок,IZvon 9,Продажа,Барабинск,Электромаг,Черный,1000
5,Август,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
5,Август,2019,Портативная атомная станция,100500,Продажа,Сан-Франциско,Океан электроники,Черный,500
6,Август,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
6,Август,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
6,Август,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Белый,200
6,Август,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Черный,500
7,Август,2019,Электрический звонок,IZvon 10,Возврат,Переяславль,Лебедушка,Белый,-1200
7,Август,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
7,Август,2019,Утюг,Lastochka,Возврат,Сан-Франциско,Океан электроники,Белый,-200
8,Август,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
8,Август,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Черный,200
8,Август,2019,Портативная атомная станция,1,Продажа,Москва,ЦУМ,Розовый,500
8,Август,2019,Портативная атомная станция,1,Возврат,Барабинск,Электромаг,Розовый,-500
12,Август,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Розовый,-1050
12,Август,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Белый,-1050
12,Август,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Розовый,500
13,Август,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Белый,500
14,Август,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
14,Август,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Розовый,-1050
15,Август,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
15,Август,2019,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Розовый,500
17,Август,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Черный,1200
17,Август,2019,Портативная атомная станция,100500,Продажа,Сан-Франциско,Океан электроники,Розовый,500
18,Август,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
19,Август,2019,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Розовый,-1050
19,Август,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Розовый,500
20,Август,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
20,Август,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Белый,200
21,Август,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
21,Август,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
25,Август,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
25,Август,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Черный,-1050
26,Август,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
27,Август,2019,Портативная атомная станция,1,Возврат,Барабинск,Электромаг,Розовый,-500
28,Август,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
1,Апрель,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
1,Апрель,2019,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Черный,-1050
1,Апрель,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
1,Апрель,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
5,Апрель,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
5,Апрель,2019,Печатная машинка,Super pro,Возврат,Барабинск,Электромаг,Розовый,-500
7,Апрель,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Черный,-1050
10,Апрель,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
16,Апрель,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
17,Апрель,2019,Наногазонокосилка,Agressor 300,Продажа,Барабинск,Электромаг,Розовый,1050
21,Апрель,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
24,Апрель,2019,Электрический звонок,IZvon 9,Возврат,Москва,ЦУМ,Розовый,-1000
25,Апрель,2019,Электрический звонок,IZvon 9,Продажа,Сан-Франциско,Океан электроники,Розовый,1000
26,Апрель,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
1,Декабрь,2019,Портативная атомная станция,100500,Продажа,Сан-Франциско,Океан электроники,Розовый,500
1,Декабрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
1,Декабрь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
1,Декабрь,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Черный,500
1,Декабрь,2019,Портативная атомная станция,1,Возврат,Сан-Франциско,Океан электроники,Розовый,-500
2,Декабрь,2019,Портативная атомная станция,100500,Возврат,Сан-Франциско,Океан электроники,Черный,-500
2,Декабрь,2019,Наногазонокосилка,Agressor 300,Продажа,Владивосток,Океан электроники,Черный,1050
2,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Розовый,-1050
3,Декабрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
3,Декабрь,2019,Электрический звонок,IZvon 9,Продажа,Москва,ЦУМ,Черный,1000
4,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Розовый,-1050
5,Декабрь,2019,Портативная атомная станция,1,Возврат,Барабинск,Электромаг,Розовый,-500
6,Декабрь,2019,Наногазонокосилка,Agressor 300,Продажа,Барабинск,Электромаг,Розовый,1050
7,Декабрь,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
8,Декабрь,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Розовый,-200
8,Декабрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
9,Декабрь,2019,Печатная машинка,Super pro,Продажа,Владивосток,Океан электроники,Черный,500
9,Декабрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
9,Декабрь,2019,Наногазонокосилка,Agressor 300,Продажа,Барабинск,Электромаг,Розовый,1050
9,Декабрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Белый,200
10,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Черный,-1050
11,Декабрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
12,Декабрь,2019,Портативная атомная станция,1,Продажа,Владивосток,Океан электроники,Черный,500
12,Декабрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
13,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Розовый,-1050
13,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Черный,-1050
14,Декабрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
14,Декабрь,2019,Портативная атомная станция,100500,Продажа,Сан-Франциско,Океан электроники,Розовый,500
16,Декабрь,2019,Портативная атомная станция,100500,Продажа,Сан-Франциско,Океан электроники,Розовый,500
19,Декабрь,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Розовый,500
21,Декабрь,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Белый,500
23,Декабрь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Белый,200
23,Декабрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
23,Декабрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Белый,200
23,Декабрь,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
24,Декабрь,2019,Печатная машинка,Super pro,Продажа,Сан-Франциско,Океан электроники,Розовый,500
24,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Розовый,-1050
25,Декабрь,2019,Электрический звонок,IZvon 9,Продажа,Барабинск,Электромаг,Розовый,1000
25,Декабрь,2019,Портативная атомная станция,1,Продажа,Москва,ЦУМ,Розовый,500
26,Декабрь,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Белый,500
26,Декабрь,2019,Печатная машинка,Super pro,Продажа,Сан-Франциско,Океан электроники,Черный,500
26,Декабрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
27,Декабрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Белый,200
27,Декабрь,2019,Печатная машинка,Super pro,Продажа,Барабинск,Электромаг,Черный,500
27,Декабрь,2019,Портативная атомная станция,100500,Возврат,Барабинск,Электромаг,Розовый,-500
28,Декабрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
28,Декабрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Розовый,-1050
28,Декабрь,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Розовый,500
28,Декабрь,2019,Портативная атомная станция,1,Возврат,Владивосток,Океан электроники,Розовый,-500
28,Декабрь,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Черный,200
29,Декабрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
1,Июль,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Розовый,-1050
1,Июль,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
4,Июль,2019,Электрический звонок,IZvon 9,Продажа,Москва,ЦУМ,Черный,1000
4,Июль,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Черный,-200
6,Июль,2019,Печатная машинка,Super pro,Продажа,Сан-Франциско,Океан электроники,Розовый,500
10,Июль,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
11,Июль,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Черный,-1050
18,Июль,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
18,Июль,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Черный,500
22,Июль,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
25,Июль,2019,Наногазонокосилка,Agressor 300,Продажа,Владивосток,Океан электроники,Розовый,1050
26,Июль,2019,Печатная машинка,Super pro,Продажа,Москва,ЦУМ,Белый,500
27,Июль,2019,Электрический звонок,IZvon 9,Возврат,Москва,ЦУМ,Черный,-1000
1,Июнь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
1,Июнь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
1,Июнь,2019,Портативная атомная станция,100500,Возврат,Москва,ЦУМ,Черный,-500
2,Июнь,2019,Электрический звонок,IZvon 11,Возврат,Переяславль,Лебедушка,Розовый,-1200
2,Июнь,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Розовый,-1050
2,Июнь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
5,Июнь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
7,Июнь,2019,Электрический звонок,IZvon 9,Возврат,Барабинск,Электромаг,Розовый,-1000
10,Июнь,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Розовый,-200
11,Июнь,2019,Электрический звонок,IZvon 9,Продажа,Переяславль,Лебедушка,Розовый,1000
12,Июнь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
15,Июнь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
16,Июнь,2019,Электрический звонок,IZvon 9,Продажа,Переяславль,Лебедушка,Розовый,1000
18,Июнь,2019,Наногазонокосилка,Agressor 300,Продажа,Сан-Франциско,Океан электроники,Розовый,1050
20,Июнь,2019,Электрический звонок,IZvon 9,Продажа,Барабинск,Электромаг,Белый,1000
21,Июнь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
23,Июнь,2019,Портативная атомная станция,1,Продажа,Барабинск,Электромаг,Розовый,500
25,Июнь,2019,Электрический звонок,IZvon 9,Продажа,Барабинск,Электромаг,Черный,1000
26,Июнь,2019,Печатная машинка,Super pro,Продажа,Сан-Франциско,Океан электроники,Розовый,500
27,Июнь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
28,Июнь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
29,Июнь,2019,Портативная атомная станция,100500,Возврат,Сан-Франциско,Океан электроники,Черный,-500
1,Май,2019,Электрический звонок,IZvon 9,Продажа,Сан-Франциско,Океан электроники,Черный,1000
1,Май,2019,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Черный,500
5,Май,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
6,Май,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Черный,500
8,Май,2019,Наногазонокосилка,Agressor 300,Возврат,Владивосток,Океан электроники,Черный,-1050
9,Май,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Розовый,-1050
10,Май,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
12,Май,2019,Печатная машинка,Super pro,Продажа,Владивосток,Океан электроники,Розовый,500
13,Май,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
15,Май,2019,Электрический звонок,IZvon 9,Продажа,Москва,ЦУМ,Розовый,1000
15,Май,2019,Наногазонокосилка,Agressor 300,Возврат,Москва,ЦУМ,Розовый,-1050
16,Май,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
16,Май,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
17,Май,2019,Электрический звонок,IZvon 11,Возврат,Переяславль,Лебедушка,Розовый,-1200
19,Май,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
23,Май,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
26,Май,2019,Портативная атомная станция,100500,Продажа,Москва,ЦУМ,Розовый,500
27,Май,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
28,Май,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
28,Май,2019,Портативная атомная станция,1,Продажа,Сан-Франциско,Океан электроники,Розовый,500
29,Май,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Белый,1200
1,Март,2019,Электрический звонок,IZvon 9,Возврат,Переяславль,Лебедушка,Белый,-1000
1,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
1,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
1,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
1,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
2,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
2,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
2,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
2,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
2,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Черный,200
2,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
2,Март,2019,Утюг,Lastochka,Возврат,Владивосток,Океан электроники,Розовый,-200
3,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
5,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Черный,200
6,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
6,Март,2019,Утюг,Lastochka,Возврат,Владивосток,Океан электроники,Розовый,-200
6,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
7,Март,2019,Электрический звонок,IZvon 9,Продажа,Переяславль,Лебедушка,Розовый,1000
7,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
8,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Белый,200
8,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
9,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Черный,200
10,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
12,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Черный,1200
12,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
13,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
13,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Розовый,1200
13,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
14,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
14,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
14,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
15,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
15,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
15,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
16,Март,2019,Утюг,Lastochka,Возврат,Москва,ЦУМ,Черный,-200
17,Март,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Черный,-200
17,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
17,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
17,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
17,Март,2019,Утюг,Lastochka,Возврат,Москва,ЦУМ,Розовый,-200
17,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
18,Март,2019,Электрический звонок,IZvon 10,Продажа,Переяславль,Лебедушка,Черный,1200
18,Март,2019,Электрический звонок,IZvon 10,Продажа,Переяславль,Лебедушка,Розовый,1200
18,Март,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Черный,-200
19,Март,2019,Утюг,Lastochka,Возврат,Владивосток,Океан электроники,Черный,-200
19,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Черный,200
19,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Черный,200
20,Март,2019,Электрический звонок,IZvon 10,Возврат,Переяславль,1000 мелочей,Черный,-1200
21,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
21,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
22,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
23,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,1000 мелочей,Черный,1200
23,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
24,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Белый,200
24,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Белый,200
25,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Белый,1200
25,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
25,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
25,Март,2019,Утюг,Lastochka,Возврат,Москва,ЦУМ,Розовый,-200
26,Март,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Черный,1200
26,Март,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
26,Март,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Черный,-200
26,Март,2019,Утюг,Lastochka,Возврат,Барабинск,Электромаг,Розовый,-200
28,Март,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Розовый,200
28,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
28,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Белый,200
28,Март,2019,Утюг,Lastochka,Продажа,Владивосток,Океан электроники,Розовый,200
28,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
29,Март,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
5,Ноябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Черный,-1050
6,Ноябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Розовый,-1050
9,Ноябрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
9,Ноябрь,2019,Электрический звонок,IZvon 9,Возврат,Москва,ЦУМ,Розовый,-1000
12,Ноябрь,2019,Утюг,Lastochka,Продажа,Сан-Франциско,Океан электроники,Розовый,200
17,Ноябрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
17,Ноябрь,2019,Электрический звонок,IZvon 9,Возврат,Владивосток,Океан электроники,Розовый,-1000
20,Ноябрь,2019,Утюг,Lastochka,Продажа,Барабинск,Электромаг,Розовый,200
20,Ноябрь,2019,Электрический звонок,IZvon 9,Продажа,Москва,ЦУМ,Розовый,1000
21,Ноябрь,2019,Утюг,Lastochka,Продажа,Москва,ЦУМ,Черный,200
24,Ноябрь,2019,Портативная атомная станция,1,Продажа,Москва,ЦУМ,Черный,500
26,Ноябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Черный,-1050
26,Ноябрь,2019,Портативная атомная станция,100500,Возврат,Барабинск,Электромаг,Черный,-500
26,Ноябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Барабинск,Электромаг,Черный,-1050
26,Ноябрь,2019,Портативная атомная станция,100500,Продажа,Барабинск,Электромаг,Розовый,500
27,Ноябрь,2019,Электрический звонок,IZvon 11,Продажа,Переяславль,Лебедушка,Розовый,1200
27,Ноябрь,2019,Наногазонокосилка,Agressor 300,Возврат,Сан-Франциско,Океан электроники,Белый,-1050
29,Ноябрь,2019,Портативная атомная станция,1,Продажа,Владивосток,Океан электроники,Розовый,500
1,Октябрь,2019,Портативная атомная станция,100500,Продажа,Владивосток,Океан электроники,Розовый,500
